Num,名稱,$$,吃,食材,喝,冰,熱,甜,鹹,即食,日常,收納,清潔,學習,電器,洗澡,衛生,廚房,貴,ratio
1251,雪芙蘭霜  小,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00971927815516199
1252,雪芙蘭護唇膏,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.014578917232743
1253,單聯收據100入〈銀貨兩訖〉,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000925645538586857
1254,單聯收據入5600-1,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000528940307763918
1255,超強磁石2入圓型,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00155376215405651
1256,雄獅變色口紅膠GS108,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00247940769264337
1257,滿滿愛生日卡,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000528940307763918
1258,輕便雨衣(三和),12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00158682092329175
1259,寬鋁尺15公分,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00211576123105567
1260,標準中式信封,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00238023138493763
1261,標準信封〈二〉,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00211576123105567
1262,膠杯,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0123639796939816
1263,衛生筷 (大),13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00214882000029092
1264,優質生活梳子,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0077357520010473
1265,薄感美工刀 糖果綠,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000528940307763918
1266,薄感美工刀 糖果藍,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000264470153881959
1267,關刀梳  中,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000429764000058183
1268,A4考試專用環保軟墊板,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000925645538586857
1269,Beautiful  life包裝紙 粉色,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000396705230822939
1270,CD氣泡紅框中式信封,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00297528923117204
1271,DG-08T環保變色口紅膠,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000528940307763918
1272,Eweet杯墊卡,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000495881538528673
1273,GL-100超黏膠水,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000892586769351612
1274,OB1207-1自動原子筆0.7藍,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000661175384704898
1275,PLUS剪刀34-349紅SC145P,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00119011569246882
1276,UC-02粉藍色收納袋票據型,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00545469692381541
1277,YS-5770按鍵鎖,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00165293846176224
1278,輕便雨衣,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00456211015446379
1279,輕便雨衣 大人,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00836386861651695
1280,輕便雨衣 兒童,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00297528923117204
1281,COX彩色磁鐵MG-15,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000793410461645877
1282,COX彩色磁鐵MG-30,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00317364184658351
1283,精密起子組,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00396705230822939
1284,噴槍(大),29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00383481723128841
1285,噴槍(中),26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00171905600023273
1286,噴槍(圓),26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000859528000116367
1287,雙層心意生日卡,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00264470153881959
1288,鐵哨子,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00264470153881959
1289,香爆薏仁,48,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.012694567386334
1290,高級精鹽,16,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0269759556959598
1291,鐵觀音袋茶,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0214882000029092
1292,滿漢大餐珍味牛肉麵,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0357365295432997
1293,福山A菜,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.00766963446257681
1294,榴槤夾心威化餅,28,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00277693661576057
1295,嘉紛娜100%橙香多酚蔬果汁,22,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00800022215492926
1296,蔓越莓汁,17,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0961018421668569
1297,羅農2倍濃無糖豆奶,26,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0318025360043056
1298,蘋果綠茶,32,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0211576123105567
1299,櫻桃黑麥汁,27,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.000892586769351612
1300,CAN特濃韋恩咖啡,20,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.109755113861013
1301,雙腳釘,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000363646461587694
1302,10入衣夾,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1303,15K 牛皮紙郵寄信封,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1304,15K牛皮公文封,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1305,1號日式方型密封盒,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00502493292375722
1306,20元高級卡片圈3/4,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1307,20元塑卡片圈3/4,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00211576123105567
1308,222長尾夾,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00396705230822939
1309,223長尾夾,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00178517353870322
1310,224長尾夾,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0013223507694098
1311,225長尾夾,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00423152246211134
1312,226長尾夾,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00476046276987526
1313,227長尾夾,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00264470153881959
1314,228長尾夾,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000661175384704898
1315,25元迷你自粘壁鉤,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0013223507694098
1316,2入沙魚夾,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000462822769293428
1317,2號防震氣泡袋15*23cm,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00148764461558602
1318,35元雷射膠帶12*10y,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1319,3號訂書針1204,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000396705230822939
1320,3M 白色小通氣膠帶  半吋,42,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00416540492364086
1321,3M口紅膠6521,45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00297528923117204
1322,3M口紅膠6521R,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00119011569246882
1323,3M多用途瞬間膠 2g,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00105788061552784
1324,3M食物保鮮袋 小,43,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00852916246269318
1325,48元文具膠帶18*20,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00952092553975053
1326,50元 SPAR AB膠,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0013223507694098
1327,55元釘書針,44,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00145458584635077
1328,5入忠狗掛勾,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00188434984640896
1329,5號防震氣泡袋24*32cm,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00264470153881959
1330,60元巨倫強力瞬間膠,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1331,60元E310夾L型12入,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0306785378503072
1332,6吋圓盤,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00661175384704898
1333,6k加大牛皮郵寄信封,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00211576123105567
1334,700cc旋轉杯蓋,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000826469230881122
1335,80K布格紋資料卡 橫線,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0120333920016291
1336,80P標準中信封,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00119011569246882
1337,8色螢光透明平頭指示標籤,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00119011569246882
1338,8色螢光透明指示標籤,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00119011569246882
1339,8色螢光筆透明箭頭指示標籤,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00357034707740645
1340,8CM 一體成型雜誌盒,49,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.022678315695378
1341,90111綁物帶,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1342,90217多用途綁線帶2*29cm,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1343,91266車縫帶,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000760351692410632
1344,三角迴紋針,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1345,千千吊架(長方形),50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00826469230881122
1346,千千吊架(圓),45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0074382230779301
1347,千禧個人筷盒,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00231411384646714
1348,大5K氣泡紅框資料袋,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00185129107717371
1349,大山型夾,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1350,大型迴紋針,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1351,大珍珠置物盒,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00105788061552784
1352,大膠繩,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00343811200046547
1353,公文夾 加厚26孔(透明色),48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1354,公文夾布魯藍26孔,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00396705230822939
1355,公文夾瑞穗紅26孔,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00264470153881959
1356,手牌1102訂書機,44,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0058183433854031
1357,主婦衣架,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0196369089257355
1358,加大4K牛皮公文封,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1359,北市垃圾袋3L 新版,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0112399815399833
1360,北市垃圾袋特小提耳式5L,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0380837021590021
1361,可愛鴨掛勾,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00168599723099749
1362,四季紅掛勾,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0022810550772319
1363,平底清潔袋 大,43,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00426458123134659
1364,平底清潔袋 小,43,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00426458123134659
1365,平底清潔袋 中,43,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00710763538557765
1366,多功能收納袋340*250,44,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00727292923175387
1367,多用途網狀拉鏈袋,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1368,如意強力衣夾,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0025785840003491
1369,百成PP藍色右中強力夾,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000925645538586857
1370,衣夾  10入,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00231411384646714
1371,你可長型收納盒,43,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00142152707711553
1372,夾鏈袋1號,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00396705230822939
1373,夾鏈袋2號,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1374,夾鏈袋3號,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1375,夾鏈袋4號,22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00290917169270155
1376,夾鏈袋5號,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00578528461616785
1377,妙潔耐熱袋 1斤,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0206286720027928
1378,妙潔耐熱袋 六兩,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0309430080041892
1379,妙潔清潔袋大,49,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.021058436002851
1380,妙潔清潔袋中,49,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.040496992313175
1381,妙潔清潔袋s,49,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.055075909545918
1382,妙潔PE密實袋(大),40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0185129107717371
1383,妙潔PE密實袋(中),40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0290917169270155
1384,妙潔PE袋(大),39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0296537160040147
1385,妙潔PE袋(小),39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0451252200061093
1386,快樂雙耳箱(小),48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1387,抗漲20孔公文夾 布紋黑,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0025785840003491
1388,抗漲20孔公文夾 布紋藍,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0025785840003491
1389,良麥 壓克力板夾25k,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1390,良麥金色迴紋針1601,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00370258215434743
1391,良麥金色圖釘1604,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00105788061552784
1392,良麥美式圖釘1003,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00198352615411469
1393,良麥迷你膠帶5入,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000628116615469653
1394,良麥迷你OPP膠帶3\4,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00105788061552784
1395,良麥彩色長尾夾12入大,38,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00628116615469653
1396,良麥彩色長尾夾12入小,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00760351692410632
1397,良麥彩色長尾夾12入中,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00694234153940143
1398,良麥彩色長尾夾12迷你,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00314058307734826
1399,良麥彩色迴紋針1809大,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00462822769293428
1400,良麥黑色長尾夾12入大,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00264470153881959
1401,良麥黑色長尾夾12入小,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00793410461645877
1402,良麥黑色長尾夾12入中,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00634728369316702
1403,良麥黑色長尾夾迷你15mm,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0013223507694098
1404,良麥壓克力板夾大A4,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1405,良麥PP強力夾中間LM202-1,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00357034707740645
1406,防水紙袋  小,45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00148764461558602
1407,和紙膠帶 12*18,22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00436375753905232
1408,和紙膠帶 18*18,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00343811200046547
1409,尚禹萬用便利袋A6 6入,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1410,尚禹萬用便利袋A7  10入,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1411,尚禹萬用便利袋A8 18入,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1412,尚禹萬用便利袋A9-20入,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1413,尚禹萬用便利袋B8 14入,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1414,尚豪衣架,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0269759556959598
1415,直式透明識別證袋,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1416,花樣少女直提袋,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00119011569246882
1417,花樣細網洗衣袋大,41,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00948786677051528
1418,政大大4K金黃公文封,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0074382230779301
1419,政大有址大4K金黃公文封,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0314058307734826
1420,美式圖釘,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000661175384704898
1421,美國堅飛袋000號2入,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000462822769293428
1422,香水紅禮袋10入,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00185129107717371
1423,香水紅禮袋50入,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0013223507694098
1424,氣泡袋 大180X90cm,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00396705230822939
1425,氣泡袋 小45X90cm,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1426,特大珍珠置物盒,49,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.001619879692527
1427,特大識別證袋,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0142813883096258
1428,神奇妙妙貼50CM,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00185129107717371
1429,神奇妙妙貼圓形,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000925645538586857
1430,針盒,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00264470153881959
1431,彩色尼龍繩事務帶,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00634728369316702
1432,彩色長尾夾224,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00634728369316702
1433,彩色迴紋針28cm,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00264470153881959
1434,彩漾系26孔夾 空夾,45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0119011569246882
1435,彩蝶5入衣架,49,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.003239759385054
1436,梅花曬衣架18夾,41,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0067770476932252
1437,細網內衣洗衣袋,22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00945480800128004
1438,細網立体內衣洗衣袋,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0103143360013964
1439,透明磨砂伸縮夾 黑,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000661175384704898
1440,復刻古文包裝紙(二),12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000396705230822939
1441,普普風手提袋 大,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00396705230822939
1442,華 麗標籤09,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000793410461645877
1443,華麗索引片標籤3057,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00370258215434743
1444,華麗索引片標籤3058,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00264470153881959
1445,華麗索引片標籤3059,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1446,華麗索引片標籤3061,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1447,華麗索引片標籤3062,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1448,華麗圓標籤,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0013223507694098
1449,華麗標籤13,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000396705230822939
1450,華麗標籤15,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000793410461645877
1451,華麗標籤17,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1452,華麗標籤18,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1453,華麗標籤22,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000396705230822939
1454,華麗標籤23,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00119011569246882
1455,華麗標籤65,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1456,華麗標籤75,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00198352615411469
1457,超強衣夾 16入,46,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00304140676964253
1458,進口紙卡七名片盒 1  白,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000793410461645877
1459,進口紙卡七名片盒 10  粉紅,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1460,進口紙卡七名片盒 2  土黃,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1461,進口紙卡七名片盒 3  天空藍,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1462,進口紙卡七名片盒 8  淺藍,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000793410461645877
1463,雄獅口紅膠,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00555387323152114
1464,雄獅瞬間膠液狀3G(紅)GU101,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00370258215434743
1465,雄獅瞬間膠膠狀3G(藍)GU102,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00462822769293428
1466,黃金禮袋,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1467,塑卡片圈1/2,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000528940307763918
1468,微笑吊籃  小,34,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00337199446199498
1469,標準橫式信封,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00211576123105567
1470,蝸牛文具膠帶 12*14,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00115705692323357
1471,衛生紙吊掛袋,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00317364184658351
1472,髮飾 黑髮夾,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.000892586769351612
1473,橡皮筋14*1/2,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00119011569246882
1474,橫式透明識別證袋,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0013223507694098
1475,橫格便條紙3*3粉紅,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00158682092329175
1476,橫格便條紙3*3綠,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00238023138493763
1477,橫格便條紙3*3藍,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00634728369316702
1478,瓢蟲環保清潔袋 大,42,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0166616196945634
1479,瓢蟲環保清潔袋 小,42,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0472079224679297
1480,瓢蟲環保清潔袋 中,42,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0472079224679297
1481,優筆霖A4直式板夾,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00128929200017455
1482,環保牛皮紙袋L,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00119011569246882
